DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	Example_101	Example_102	Example_103	Example_109	Example_110	Example_111	Example_117	Example_118	Example_119	Example_125	Example_126	Example_127	Example_133	Example_134	Example_135	Example_141	Example_142	Example_143	Example_201
543	7336675	7145206	7257530	6300313	6256694	5799531	6045088	6178233	7602078	6832683	5467169	6211666	6718631	5715364	4719678	9539478	5595518		
544	7424294	7145206	7343041	6307113	6367556	5866479	6051517	6178233	7863427	6902646	5551023	6213447	6795614	5717523	4723741	9694398	5675691		
545	7644385	7145206	7420123	6473868	6393420	5915511	6059405	6178233	7863427	7057060	5552029	6228698	6937931	5982275	4757874	9934658	5692231		
546	7698848	7145206	7455934	6494872	6471857	5990942	6070946	6178233	7899979	7132391	5601580	6414536	6969149	6341661	4830912	9963458	5714136		
547	7778221	7145206	7532449	6499872	6505894	6018315	6137293	6178233	7932442	7135726	5702082	6434148	6971794	6341661	4947326	10034941	5764208		
548	7975711	7145206	7578531	6924488	6756774	6179317	6197807	6192648	8082128	7207758	5890256	6454929	7008951	6341661	5100801	10123117	5788734		
549	8009209	7200735	7654998	6931804	6812252	6231803	6290205	6280141	8106783	7221188	5905471	6492118	7145392	6374743	5133075	10152221	5801626		
550	8119639	7287279	7772341	7078803	6923032	6484631	6363074	6314573	8162210	7291889	5928764	6554185	7177527	6647728	5225938	10490436	5895200		
551	8127748	7365848	7780187	7196907	6968922	6494217	6370457	6418527	8315894	7302537	5966258	6563176	7199999	6755937	5301006	10588323	5927004		
552	8158200	7529927	7794883	7205293	7117923	6570593	6417953	6519091	8353262	7378941	5973782	6586091	7336167	6802521	5333531	10622703	6043117		
553	8251480	7544595	7894146	7263649	7123671	6570593	6421590	6564859	8448235	7477336	6002864	6628018	7352481	6814268	5382977	10693779	6277713		
554	8295779	7873261	7904147	7339377	7265397	6570593	6520166	6600828	8556634	7509465	6095343	6685641	7429160	7026693	5434266	10731162	6285018		
555	8315372	7915659	7990367	7414980	7265397	6613239	6550902	6729012	8637706	7644542	6097862	6719487	7461255	7153693	5593653	10817026	6287673		
556	8447850	8015077	8030694	7488809	7415897	6637956	6599499	6818356	8641008	7723659	6112379	6740596	7467816	7165620	5609891	10825413	6310701		
557	8712756	8230836	8067511	7648977	7513870	6692216	6603648	6847665	8876087	7819520	6151747	6849901	7467816	7215455	5766001	10874575	6367682		
558	8730752	8271521	8354774	7660044	7714757	6740251	6603648	6894962	8879719	7844814	6221711	6849901	7467816	7274042	5871795	11068953	6534740		
559	9197930	8324903	8461206	7709200	7820464	6765789	6653207	7059198	8885909	7877130	6263056	6999778	7571167	7322536	5941802	11146519	6631067		
560	9229150	8324903	8612268	7823107	7842660	6780324	6669601	7235461	8904330	7940640	6348932	7124107	7648421	7322536	6010237	11168975	6631067		
561	9310689	8420031	8637370	7843836	8150286	7091855	6669601	7477931	8910000	8025716	6485415	7129723	7704180	7376492	6024228	11408673	6631067		
562	9396629	8556138	8713386	7877525	8166140	7210933	6669601	7522062	9111423	8028142	6487530	7133897	7825966	7376492	6071816	11468339	6633447		
563	9396629	8556138	8794712	7891938	8233258	7282000	6669601	7539418	9298083	8047383	6713583	7221500	7857003	7376492	6105256	11681996	6670227		
564	9492266	8556138	8887468	7929072	8370064	7324786	6669601	7670782	9344757	8102352	6855782	7370631	8007374	7450936	6283635	11746004	7077082		
565	9576354	8556138	9002194	7965057	8501973	7324835	6669601	7675046	9475537	8144654	7064131	7385795	8012471	7652823	6318461	11822404	7087361		
566	9614553	8556138	9046434	7965057	8521949	7469610	6823301	7798179	9544375	8251553	7202434	7399586	8045560	7729473	6380734	11914079	7135096		
567	9675414	8784805	9177633	8164387	8571837	7501756	6829085	7994422	9588922	8375184	7205386	7433638	8099487	7855135	6445944	11914526	7149371		
568	9774667	8822978	9233246	8173363	8653367	7501756	6865702	8120794	9613259	8380350	7259009	7468585	8231860	7932576	6458606	11914526	7230935		
569	9918608	8977678	9249089	8259422	8676307	7776353	6893090	8134871	9664177	8398212	7259009	7574478	8238445	8072317	6458606	11944650	7242917		
570	10311447	9028521	9290811	8347093	8745124	8025450	7041660	8323293	9696950	8471051	7259009	7627978	8267879	8092981	6526031	12025802	7264809		
571	10366829	9209824	9383363	8365821	8766436	8150212	7062877	8352557	9704918	8533593	7448804	7627978	8353334	8094330	6819699	12063887	7288812		
572	10366829	9237010	9418057	8392256	8774892	8334753	7068852	8490055	9762035	8583037	7448804	7627978	8460017	8126274	6850961	12093075	7337087		
573	10376687	9246229	9480977	8393774	8777090	8336862	7076619	8500732	9988419	8583037	7448804	7770955	8492018	8127403	7194973	12182745	7712652		
574	10376687	9279758	9602641	8409961	8847009	8434303	7088025	8500732	10313947	8583037	7448804	7781209	8548316	8140324	7222421	12339244	7988224		
575	10376687	9413619	9602641	8490368	8963954	8438536	7439333	8566035	10350443	8604906	7457276	7912816	8607630	8173960	7299979	12505477	8077246		
576	10516750	9441032	9647219	8538802	9223836	8518054	7465717	8605783	10374457	8604906	7511892	8101790	8624469	8237950	7502964	12761184	8080304		
577	10517897	9504240	9729031	8717035	9300906	8653203	7479257	8662115	10528919	8604906	7602789	8190375	9039445	8296926	7525018	12823622	8120425		
578	10628888	9538351	9821258	8726179	9350387	8686992	7491092	8685964	10619984	8735643	7704812	8261983	9075048	8325542	7529755	13075323	8126004		
579	10633289	9560701	9855222	8787372	9351772	8963747	7585717	8936233	10820886	8773613	7725494	8284778	9522290	8342376	7660179	13227879	8158052		
580	10685505	9605000	10058318	8908860	9360019	9089480	7807617	8949079	10851490	8909927	7733203	8412603	9637602	8357619	7749875	13294890	8606000		
581	10946989	9721066	10142565	8920121	9397186	9164779	7841203	9033482	10936005	8909927	8006566	8412603	9677737	8509692	7772717	13419501	8615455		
582	10951134	9945975	10293279	8994583	9639533	9198200	7846507	9617670	11005293	8925518	8075877	8412603	10026386	8593745	7799878	13493074	8652408		
583	10971500	9945975	10343167	9001063	9641954	9235641	7862686	9625024	11006581	9040626	8075877	8425208	10116102	8775409	7966142	13806998	8655776		
584	11006408	10060245	10480518	9001063	9644971	9518811	7918474	9635026	11023579	9063461	8244548	8430331	10208045	8907359	7966142	14004140	8677565		
585	11137917	10245831	10849712	9014709	9754785	9701500	7989919	9763349	11100197	9106216	8297086	8431647	10275141	8925380	8130632	14326168	8766104		
586	11165131	10363252	10860628	9089473	9906645	10067236	8221420	9821006	11111889	9106216	8299645	8462239	10395964	8957754	8142657	14413913	8799889		
587	11191112	10403620	11259396	9156129	9934005	10140151	8251697	9882580	11169370	9595165	8450169	8473228	10416945	9017781	8169673	14592771	8921199		
588	11224947	10468161	11281512	9199086	10023410	10212014	8417806	9891124	11332670	9608281	8503564	8594997	10462840	9030998	8226138	14647714	9029881		
589	11300606	10677840	11384201	9216670	10050463	10472007	8476235	9982215	11390121	9641969	8829037	8784039	10598843	9061784	8285058	14771010	9060244		
590	11464002	10917953	11478118	9301268	10075639	10619973	8523395	10107479	11865438	9711575	9050719	8835052	10642889	9123881	8407097	14800418	9065966		
591	11494726	10961834	11482158	9309784	10164986	10634278	8533129	10163667	11910995	9838402	9091188	9080174	10826219	9291423	8486590	14991953	9181294		
592	11626377	10971970	11482158	9356475	10164986	10691862	8797658	10220193	12049039	9855707	9175216	9144523	10830734	9315277	8490086	15112557	9181294		
593	11769060	11126779	11597983	9541835	10164986	10705125	8881622	10273357	12467776	9911837	9244524	9192668	10831976	9426252	8619215	15119382	9330359		
594	11849051	11133050	11873164	9548590	10353629	10929486	8881935	10282076	12596515	10083715	9248914	9193775	10935044	9670453	8891442	15215697	9412964		
595	11849051	11265421	11929615	9641688	10479638	10935500	9178864	10347237	12848372	10248847	9511544	9234023	10935044	9758790	8941087	15271337	9421166		
596	11849051	11265421	11997479	9669198	10494493	10935500	9211276	10396132	12848372	10529318	9613264	9310964	10935044	10069091	8970085	15398861	9496592		
597	11849051	11362141	12049635	9672580	10586625	10935500	9363544	10417914	12901541	10640232	9779953	9577042	11183077	10158457	9044566	15537673	9499317		
598	11849051	11365424	12090281	9838311	10626667	10942862	9438207	10439453	13072843	10682844	9791671	9585182	11305567	10195392	9091670	15761750	9586475		
599	11945631	11463318	12111053	9927917	10630495	11177190	9502065	10658461	13075062	10700007	9793353	9626453	11474188	10325061	9176076	15847737	9612846		
600	11963277	11466689	12850472	9969340	10715117	11587252	9522357	10707441	13314389	10713240	9830460	9628338	11540055	10393249	9283288	15939366	9889886		
601	11994229	11542416	13130427	9991533	10957765	11587252	9685202	10767243	13451391	10864694	10070760	9686879	11657294	10472383	9343846	16047765	10109922		
602	12010189	11882799	13420712	10243998	11070007	11590994	9685202	10909433	13689319	10926988	10238197	9774218	11874617	10505849	9468390	16097032	10597258		
603	12090911	11883405	13450478	10243998	11133583	11591279	9685202	11217555	13924073	11285493	10329790	10030054	11972689	10721131	9500829	16673246	10666520		
604	12506004	12135126	13702700	10567362	11193911	11879355	9763663	11443581	14337532	11408556	10450783	10412105	12217908	10879553	9586912	16708340	10803637		
605	12634916	12135126	13722161	10607749	11480044	11974104	9976157	11543185	14346502	11707873	10450783	10450324	12521399	10898102	9720734	16932537	10894048		
606	12761280	12214203	13843529	10818134	11659516	12182244	10166521	11549479	14387157	11869696	10536087	10566259	12775469	10898102	9743253	16967580	10959199		
607	12790563	12214457	13843529	10877667	11925854	12268095	10261256	11790903	14557715	12018196	10536087	10851954	12863221	10898102	9789969	17057921	11184735		
608	12816858	12323233	13901388	11001962	12014855	12422613	10300014	11790903	14808571	12416954	10536087	10945766	12863221	10898102	9853466	17112766	11185408		
609	12964573	12400006	13995452	11101792	12170196	12422613	10358351	11790903	14878583	12619242	10588605	10955820	12863221	10898102	9900434	17186192	11570105		
610	13263709	12400006	14221378	11178303	12233995	12611040	10360932	11931227	15111844	12687898	10591949	11004659	12956640	10965311	10144362	17864414	11588382		
611	13406425	12400006	14350261	11297137	12255504	12870940	10437850	12065676	15258962	12691782	10799691	11129696	13539673	10976670	10255000	18316671	11602283		
612	13710619	12700460	14558738	11436066	12310122	13044520	10527913	12153500	15293022	13061547	10885471	11136748	13701350	11334795	10526840	18485715	11602283		
613	13766783	12832490	14558738	11622062	12401639	13065924	10542355	12183769	15591918	13690535	10926094	11271598	13748229	11495354	10657995	18947755	11602283		
614	13815613	13065833	14558738	11665579	12488080	13119356	10580648	12321607	16023585	13847973	11006693	11456089	13859620	11575981	10680902	19543633	11743409		
615	13895951	13171163	14570721	11684528	12580142	13488068	10580648	12345033	16168002	14085728	11188166	11482019	13868723	11594683	10773855	19615201	11746501		
616	13978335	13192533	14570721	11700949	12649913	13502576	10580648	12399034	16654806	14191834	11467495	11524793	13960380	11631528	10825477	19694425	11762282		
617	14030890	13275045	14570721	11738372	12703787	13724182	10676553	12399034	17426760	14209375	11684471	11688109	14035959	11674265	10959299	19990976	12058370		
618	14230903	13292219	14992414	11767901	12837676	13738774	10729609	12444656	17559658	14238770	11760139	11750711	14035959	11802543	11013737	20013501	12174229		
619	14278734	13441226	14999360	11790309	13232513	13790876	10867709	12511778	17863225	14404057	11878618	11817984	14280470	11850982	11040781	20201468	12177573		
620	14625594	13441845	15112881	12311329	13232513	14051328	10928043	12551900	18047284	14605701	12146002	11871420	14287119	11897260	11236213	20330039	12376490		
621	14631944	13463544	15162686	12570325	13232513	14163125	10995783	12567550	18360520	14643004	12243143	11962090	14287119	11900969	11706410	20511667	12551074		
622	14670455	13537272	15377223	12911541	13275761	14249012	11007997	12569359	18691929	14722418	12359919	12088508	14287119	11906350	11749538	20701865	12671075		
623	14698254	13537272	15549695	13051314	13307111	14410045	11084405	12582702	19014592	15222171	12523243	12313435	14559985	12029001	11880745	20922425	12978408		
624	15274256	13553171	15644852	13051314	13307111	14468252	11172857	12681039	19312970	15562365	12585225	12406429	14566648	12086802	12075074		13013746		
625	15379113	13584472	15866407	13155917	13359942	14747669	11205789	12748286	19409252	15613915	12867886	12479056	14598994	12192490	12086221		13050303		
626	15633988	13620155	15969217	13326246	13538899	14883367	11206655	12805090	19436386	15989167	12946784	12811172	14737615	12233786	12132664		13099211		
627	15637045	13687508	15978874	13535273	13591384	15046187	11514318	12868068	19680636	16011441	13051963	13388307	14743140	12482876	12196675		13146181		
628	15986685	13959612	16321525	13661228	13832463	15059165	11514318	13040571	19680636	16607256	13193019	13409752	14791836	12557811	12255081		13283145		
629	15986685	14076489	16452617	13693113	13838533	15369957	11634463	13275257	19904389	16615598	13467819	13555525	15177683	12574778	12280931		13420729		
630	16465919	14076489	16459400	13753605	13847525	15571174	11787672	13436615	19957244	16628735	13475226	13588226	15676746	12597816	12355200		13542263		
631	16482292	14076489	16493403	13876377	13904725	15633491	11800599	13473347	19999849	16633678	13528029	13982211	16137644	12615413	12396686		13800347		
632	16625181	14076489	16766913	13966043	14043203	15654786	12171552	13527244	20915871	16808458	13634462	14051498	16220960	12708254	12428410		13839513		
633	16625181	14076489	16796832	14004405	14043203	15679574	12296473	13560624	20941794	16821549	13667500	14310543	16592271	12953389	12546750		13857019		
634	16625181	14520311	17117649	14167104	14098441	16088660	12396114	13679957	20974957	16844734	13681207	14389847	16592271	13086283	12552874		13970863		
635	16725282	14825762	17169900	14187931	14383368		12676464	13884245	21036281	17279322	13681896	14454395	16604974	13167023	12690383		13986170		
636	16738984	14839362	17328328	14417156	14421089		12716893	14253275	21225569	17462539	13681896	14501483	16613110	13183099	12896280		14371962		
637	16830846	14855568	17545675	14518024	14470330		12733537	14519653	21488550	17527105	13681896	14817273	16667961	13887199	13136930		14621131		
638	16924456	15046503	17861619	14624122	14516221		12753264	14559196	21911137	17676070	13681896	14847322	16855849	14441086	13169178		14650642		
639	17270818	15550825	18015027	14778409	14949509		12911790	14559196	21976699	17924789	13922203	14885999	17184607	14465053	13180273		14671721		
640	17299614	15580298	18305189	15243484	15162665		12916958	14559196	22237252	18081163	13994615	15125126	17413077	14525837	13181762		14904982		
641	17405926	15661372	18421161	15243484	15162665		13149867	14684363	22237252	18581106	14109274	15222886	17487031	14546872	13228878		14904982		
642	17877493	15670069	18443475	15538619	15162665		13149867	14721116	22431240	18601240	14517384	15406047	17640232	14638352	13436918		14994561		
643	18352086	15849711		15746664	15223276		13190722	14914455	22431240	18605727	14618106	15431839	17768411	14679538	13635239		15004952		
644	18460245	15909044		15871829	16275163		13408326	14962906	22510082	18995393	14779030	15479384	17999802	14866973	13651088		15022654		
645	18487351	16348816		15893769	16399566		13481528	15162961	22818513	19248581	14796476	15709653	18183667	15068957	13712338		15045507		
646	18487351	16390184		16112777	16452377		13498515	15305857	23207534	19284502	14922939	15744783	18353177	15102914	13795253		15197808		
647	18487351	16458515		16171798	16452377		13545621	15682420	23531614	19498606	15087101	15862661	18602021	15251767	13903106		15419703		
648		16470903		16264102	16541669		13606178	16153577	23746945	19623548	15168106	15905472	18632615	15683399	13915868		15513489		
649		16604890		16277967	16571108		13683530	16179534	23906491	19875653	15195372	15918157	18761001	15837760	14581999		15579450		
650		16793431		16334819	16902153		13690679	16276300		19890872	15475698	16452301	18847847	16055282	14772095		15601566		
651		16977043		16358673	16917920		13728140	16334173		20073340	15974551	16558974	18895184	16710938	14811261		15704971		
652		17125208		16373545	17408510		13775880	16448232		20122374	16308739	16785636	19107042	17177340	14939929		15806323		
653		17271324		16683885	17494791		13861606	16448232			16354692	16799278	19901609	17413306	15456745		15895415		
654		17343999		16742698	17508063		14219232	16615042			17051748	16875339	19953654		15717833		16006484		
655		17369637			17624177		14392560	16701963			17301528	17122897	20062434		15907981		16006484		
656		17398804			17790836		14532137	16953773			17368798	17145866	20149027		16075129		16105275		
657		17406222			17828125		14660605	17041939			17792048	17224265	20359548		16075129		16374961		
658		17928735			17847241		15334103	17047098			18070469	17536412	20509326		16077057		16505192		
659		18237615			17895953		15397845	17582333			18092253	17815601	20685207		16087914		16562149		
660		18402989			17895953		15534806				18341255	17862179	21111746		16178621		16835843		
661		18414616			17895953		16692162				18898015	18186103			16199801		16858168		
662		18456888			17895953		16890500				18910839	18232235			16271153		16948599		
663		18540960			17895953		17097443				18942050	18474937			16545331		16948599		
664		18585773			17895953		17135276				19660325	18725582			16597237		16948599		
665		18793093			18055170		17201242				19716966	19193902			16869098		17346952		
666					18329036		17267707					19742333			16942490		17738327		
667					18422469		17395070					19904847			17051258		17779166		
668					18473351		17788794					20074617			18042699		17795672		
669					18506627		18282512					20102984					17887764		
670					18554190		18553967					20323202					18033642		
671					18642938		18854528					20362792					18156162		
672					19124768		18901451					20451880					18193496		
673					19391613		19429223					20464551					18245953		
674					19521344		19640635										18653475		
675							19688863										18669590		
676							19744918										18773071		
677							19852065										18775549		
678							19873870										18782532		
679							20136187										19006129		
680																	19136967		
