#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
NA18638	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2908	-43.4464	2.1537	7.5873	3.2529
NA19731	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.0565	-24.8620	20.9079	-35.3887	1.4408
HG02351	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8564	-43.7087	1.4667	8.3082	-2.2598
HG02113	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5515	-42.6837	0.2383	8.9707	-0.1790
NA18646	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0702	-44.1137	1.9810	6.0427	2.7177
HG00319	EUR	EUR	0.0000	0.0000	0.0260	0.0000	0.9740	-1.7313	6.4029	5.5374	9.8615	3.5263
NA20774	EUR	EUR	0.0000	0.0000	0.1481	0.0000	0.8519	1.8264	13.0131	3.9896	7.6660	0.9290
HG03989	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.4085	-7.8560	-19.7518	-5.5431	0.6169
HG02231	EUR	EUR	0.0000	0.0000	0.0040	0.0000	0.9960	1.2429	13.2202	4.5449	10.5084	1.8812
HG02733	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3508	-1.5673	-14.3985	-4.9555	9.2065
HG01173	AMR	AMR	0.0000	0.0000	0.6555	0.0001	0.3445	4.6981	6.5035	5.1511	5.1085	2.3783
HG00978	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7473	-43.2607	0.9185	8.3053	-1.1531
NA19099	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.7412	-17.9335	-1.9461	0.4269	3.8543
NA20803	EUR	EUR	0.0000	0.0000	0.2426	0.0000	0.7574	1.3929	12.7267	5.0939	9.2936	-1.3177
NA18912	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5067	-18.9788	0.1782	1.2023	2.4187
NA19324	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.0230	-16.3382	-0.2694	2.0895	-0.5522
HG03378	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2526	-18.4850	-0.7929	1.3058	1.9703
HG03476	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4079	-17.2235	-1.1095	1.1336	1.0878
HG03814	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4187	-10.9753	-17.7647	-0.9031	4.4647
HG02262	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.5454	-17.6056	19.3981	-29.7520	1.5462
NA20752	EUR	EUR	0.0000	0.0000	0.1512	0.0000	0.8488	2.7021	13.7719	4.7457	9.7086	-0.6170
HG02399	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9166	-44.8445	-0.4365	8.2428	-0.4764
HG03114	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2192	-17.7684	-1.0531	0.9435	0.9228
HG03499	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6369	-17.8159	-0.2441	0.4556	0.3942
HG02131	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3260	-39.0304	-0.5449	5.2642	1.8237
NA19428	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.6679	-17.3982	0.9258	1.5179	1.7544
HG02861	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7541	-16.4839	1.2630	2.6947	2.5366
HG01988	AFR	AFR	0.0000	0.6269	0.3731	0.0000	0.0000	34.0725	-2.4421	4.1096	3.8189	5.4937
HG00662	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1917	-44.0740	0.8474	7.4189	-2.1516
HG01678	EUR	EUR	0.0000	0.0000	0.0107	0.0000	0.9893	0.6220	12.1424	5.4760	9.5949	4.1039
HG02250	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3373	-43.8991	3.0325	6.9087	-2.9829
NA20278	AFR	AFR	0.0000	0.9965	0.0035	0.0000	0.0000	31.1386	-1.1146	2.0676	6.5883	2.9007
NA19351	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.9335	-16.9797	0.1850	1.6816	-0.4900
HG02275	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.2446	-24.6956	23.6740	-37.5823	1.2458
HG02628	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.9516	-18.8741	-0.6276	2.2006	3.4576
NA18619	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7992	-43.2074	3.4239	7.0880	8.3218
HG03086	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9191	-16.5992	0.3753	1.5727	5.0883
NA20359	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	48.4079	-11.0124	1.3527	1.6746	2.3994
HG04002	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0638	-7.0138	-21.5882	-4.4998	4.6725
NA19238	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.4435	-16.9045	0.2935	1.8951	2.8930
NA21129	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0981	-5.9875	-19.3747	-5.3052	1.7383
NA18949	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6618	-42.5612	1.9829	6.7455	7.9946
HG00255	EUR	EUR	0.0000	0.0000	0.0655	0.0000	0.9345	-0.6955	11.3185	5.5124	9.9768	3.0699
HG00864	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2132	-43.8116	0.6658	9.2247	-2.9254
HG01113	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.9294	2.5353	9.4206	-4.3466	0.2196
HG03048	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3317	-16.8174	0.1064	1.4326	2.0901
HG01789	EUR	EUR	0.0000	0.0000	0.0014	0.0000	0.9986	-1.0273	12.9108	6.4717	10.4441	2.7470
HG04146	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7848	-13.0423	-17.2769	-3.1847	3.1701
HG03016	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6945	-7.0459	-17.3714	-5.9720	0.3071
HG02182	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2903	-44.6512	2.2028	8.2847	-0.7951
HG03849	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7516	-7.9751	-20.9799	-5.6896	0.3451
HG02308	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.9417	-14.6695	0.9670	2.0404	3.9019
HG02355	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3013	-45.8081	-0.0102	8.8385	-4.4375
NA12878	EUR	EUR	0.0000	0.0000	0.0066	0.0000	0.9934	0.1282	12.3539	5.7083	10.2490	1.3144
HG03572	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7183	-17.3339	-1.1883	2.8765	3.0603
HG02971	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3494	-18.7662	-0.5402	2.8610	4.4825
NA19655	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	2.8999	-1.4467	10.1023	-7.7406	3.0811
HG02922	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6580	-16.8222	0.7448	1.1360	0.4415
HG01516	EUR	EUR	0.0000	0.0000	0.0046	0.0000	0.9954	0.9732	13.1317	5.7480	11.7634	1.1570
NA21094	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6514	-6.7731	-20.4474	-4.8250	4.5274
HG00273	EUR	EUR	0.0000	0.0000	0.1560	0.0000	0.8440	-1.0061	8.3989	6.1382	9.0146	8.5040
NA20412	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	47.2584	-12.6076	1.9016	0.6848	3.9311
HG00656	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1167	-46.2194	2.0383	8.6592	1.0015
HG03469	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5832	-17.5075	0.6774	2.3207	4.1496
HG02814	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2459	-17.6523	0.9187	2.8095	2.7780
NA20504	EUR	EUR	0.0000	0.0000	0.2671	0.0000	0.7329	-0.3859	10.7898	3.6207	7.5948	0.7930
HG04189	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5040	-12.0004	-17.0878	-5.1997	0.6726
NA06986	EUR	EUR	0.0000	0.0000	0.1905	0.0000	0.8095	1.3313	11.8247	5.6573	9.4008	0.3868
NA19210	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6573	-17.6981	-0.8356	1.8694	1.5205
NA18534	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2568	-44.1117	3.4528	7.0381	8.0821
HG03857	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4234	-9.4131	-20.6527	-3.2672	4.9553
NA18634	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8156	-44.2677	2.8423	6.6263	1.4151
HG00136	EUR	EUR	0.0000	0.0000	0.0076	0.0000	0.9924	0.6711	12.8073	5.8678	8.3967	2.9590
HG03634	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2505	-2.2468	-13.8757	-1.1656	5.5099
HG02614	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.9548	-16.7369	-1.2060	2.3178	2.0591
HG00675	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1955	-45.5742	1.3966	8.3931	2.0889
NA18531	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6394	-43.8855	2.2096	6.2323	9.1103
HG03625	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9282	-1.3752	-13.5699	-1.2317	-0.1744
NA20755	EUR	EUR	0.0000	0.0000	0.0176	0.0000	0.9824	3.0545	14.0942	3.6400	10.3978	3.8446
NA20298	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.1841	-16.1257	-0.3897	1.5436	3.1900
HG00537	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8057	-44.7251	2.6297	8.5578	2.1406
HG00338	EUR	EUR	0.0000	0.0000	0.0353	0.0000	0.9647	-0.8896	8.6100	7.3818	9.1868	4.6100
HG01894	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.8059	-14.2941	0.2748	2.5263	3.5191
NA19360	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.9179	-18.2193	-1.1630	2.2474	1.8804
HG01537	EUR	EUR	0.0000	0.0000	0.1376	0.0000	0.8624	0.2481	12.4175	4.7911	8.1001	-0.6190
NA20535	EUR	EUR	0.0000	0.0000	0.0028	0.0000	0.9972	1.5094	13.7648	4.8382	9.8172	-0.5134
HG02153	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9688	-43.6416	0.5982	7.9135	-0.6836
NA20903	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0162	-4.5018	-17.0353	-3.4773	1.4814
NA18858	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.3315	-18.2242	-1.0914	1.6256	2.9467
HG03385	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5411	-16.9609	-0.7740	1.5420	1.9859
HG02069	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6098	-42.8709	0.6854	8.3061	-3.2269
NA21117	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5311	-7.2583	-18.1665	-4.6541	3.3598
HG00629	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5996	-44.6881	2.9702	7.6602	2.1849
HG04198	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8241	-6.6185	-20.4354	-5.7318	-1.1354
HG02816	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.2063	-16.5594	0.2186	2.3087	4.0316
HG00559	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1071	-44.8531	2.1938	6.5535	4.5346
HG02505	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.7319	-14.9877	1.6072	1.2809	1.3590
HG02058	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.6683	-40.9648	1.6838	6.3391	-3.9925
NA19756	AMR	AMR	0.0002	0.0000	0.9998	0.0000	0.0000	0.5064	-8.1572	13.2658	-11.5534	2.7640
HG02756	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1312	-16.3229	-0.5764	1.2797	2.9507
NA19065	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6783	-44.0814	3.8170	6.6783	10.5799
NA19467	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.5130	-15.9829	-0.3814	1.6163	1.5456
HG01366	AMR	AMR	0.0000	0.0125	0.9875	0.0000	0.0000	4.9272	-1.0249	10.7267	-2.0530	1.5990
HG01334	EUR	EUR	0.0000	0.0000	0.0019	0.0000	0.9981	-0.1835	10.9198	6.3450	9.1640	2.5453
NA20585	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	1.6547	13.0925	3.6736	8.2968	-1.1918
HG01323	AMR	AMR	0.0000	0.0011	0.9989	0.0000	0.0000	5.6237	5.2142	9.5817	-0.2226	4.8582
NA20582	EUR	EUR	0.0000	0.0000	0.0166	0.0000	0.9834	0.7697	13.8342	5.1321	8.6736	2.0304
NA18582	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1608	-45.1965	3.5324	8.7397	2.5783
HG02334	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	49.2983	-10.5086	1.3411	3.7225	5.0022
HG00190	EUR	EUR	0.0000	0.0000	0.2011	0.0000	0.7989	-0.4607	9.9707	4.8507	9.0452	2.4124
HG01398	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	9.6826	1.6239	8.5004	-0.8613	1.1843
NA12249	EUR	EUR	0.0000	0.0000	0.0049	0.0000	0.9951	-0.5290	11.2940	3.2250	7.7690	2.1005
NA18642	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2565	-42.0981	3.1756	5.1894	3.6896
HG02238	EUR	EUR	0.0000	0.0000	0.0204	0.0000	0.9796	3.3022	11.2081	5.1434	9.6913	2.7425
HG04075	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7772	-7.8348	-19.4346	-3.7730	2.8225
HG02394	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8102	-43.5537	2.4278	8.2679	-6.9755
HG03690	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5605	-7.9633	-20.1841	-4.0385	5.5689
HG02772	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7799	-17.6277	-0.6646	1.6309	1.5170
NA20317	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	45.0053	-8.4364	1.7707	3.4838	6.7496
HG02146	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.4712	-20.1747	22.5710	-31.2563	4.0011
NA20519	EUR	EUR	0.0000	0.0000	0.0126	0.0000	0.9874	1.7018	13.1712	3.6522	10.1822	4.8335
HG03559	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4346	-16.9737	0.2326	1.6292	0.4967
HG00622	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3121	-47.1895	2.4464	7.0740	3.0922
HG00329	EUR	EUR	0.0000	0.0000	0.0126	0.0000	0.9874	-1.1354	9.0078	5.2151	8.1809	0.2164
NA18574	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.9717	-45.0342	2.5983	5.5589	5.4563
NA20773	EUR	EUR	0.0000	0.0000	0.0485	0.0000	0.9515	1.2596	12.1684	2.5722	9.2628	3.9526
HG00613	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2901	-44.1103	1.9727	6.7341	3.0652
NA19070	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3406	-43.9545	3.6699	6.7928	10.1551
NA20544	EUR	EUR	0.0000	0.0000	0.0245	0.0000	0.9755	1.2343	12.2702	3.8501	9.9630	0.3845
HG00127	EUR	EUR	0.0000	0.0000	0.0101	0.0000	0.9899	-0.0724	13.6561	3.6676	9.8401	1.6706
NA20906	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4556	-7.6952	-18.3685	-5.8295	1.6984
HG02613	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.9440	-16.8765	-0.2716	1.7613	2.1703
NA20589	EUR	EUR	0.0000	0.0000	0.0378	0.0000	0.9622	1.5450	12.2641	1.9247	8.1824	1.3367
HG00160	EUR	EUR	0.0000	0.0000	0.0124	0.0000	0.9876	-0.2443	12.2412	6.3031	10.0671	0.7517
NA18517	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.0904	-16.6717	0.2131	1.2968	1.9425
HG00330	EUR	EUR	0.0000	0.0000	0.0050	0.0000	0.9950	-0.0416	7.0197	6.8708	9.3692	3.5894
NA19129	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5098	-18.4365	0.1911	-0.1680	0.3296
HG04061	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3526	-10.4402	-23.1125	-6.5325	2.7327
HG01979	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-4.5572	-13.4304	17.1361	-26.0705	-0.9290
HG00109	EUR	EUR	0.0000	0.0000	0.0011	0.0000	0.9989	0.7711	14.5421	7.4021	8.6755	1.6050
HG02620	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.4163	-16.9448	-0.0492	2.2124	0.3651
HG01684	EUR	EUR	0.0000	0.0000	0.0229	0.0000	0.9771	1.2613	13.6004	6.2525	9.4095	1.5295
HG00304	EUR	EUR	0.0000	0.0000	0.0185	0.0000	0.9815	-1.1891	9.0512	4.6118	7.1474	-0.8561
NA19055	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8461	-43.0179	1.7227	6.0475	9.7909
HG00457	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9176	-44.7382	2.2829	5.9621	1.0547
HG03863	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3197	-7.0247	-20.5911	-4.5946	-1.5266
NA20516	EUR	EUR	0.0000	0.0000	0.0291	0.0000	0.9709	-0.0400	13.2940	3.9183	9.2081	0.9952
HG01880	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	34.4743	-14.5402	-7.2036	-0.2365	0.6019
NA20528	EUR	EUR	0.0000	0.0000	0.1981	0.0000	0.8019	-0.7830	12.2996	5.1833	8.3165	2.8224
HG00638	AMR	AMR	0.0000	0.0000	0.8265	0.0000	0.1735	11.3777	4.6687	7.3459	0.2879	4.1484
NA20357	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	54.1305	-15.3219	0.1144	1.3727	2.3791
HG03209	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3228	-18.6927	1.0932	1.7296	3.3328
HG00268	EUR	EUR	0.0000	0.0000	0.0255	0.0000	0.9745	0.2333	8.9132	5.0123	7.3657	2.7145
HG00672	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7324	-45.6010	2.4788	6.9021	-1.3920
NA20539	EUR	EUR	0.0000	0.0000	0.1746	0.0000	0.8254	2.2331	12.5081	4.5178	7.5720	3.3046
HG02819	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.2656	-16.1895	-0.7796	1.3924	3.6232
HG00593	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1032	-45.7130	2.4655	8.4955	3.8608
HG00131	EUR	EUR	0.0000	0.0000	0.0166	0.0000	0.9834	0.6503	12.2841	4.7622	10.8089	4.0256
HG00704	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4575	-45.1875	2.6560	6.7965	2.0616
HG01205	EUR	AMR	0.0000	0.0000	0.0851	0.0000	0.9149	6.8908	5.8305	6.4630	3.4550	1.6654
NA19783	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-2.9056	-17.6824	17.6881	-26.1733	0.8449
HG03796	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3803	-15.8164	-14.6747	-2.9926	7.3587
HG01047	EUR	AMR	0.0000	0.0000	0.1676	0.0000	0.8324	4.7842	4.9546	7.3885	3.3328	1.4944
NA12341	EUR	EUR	0.0000	0.0000	0.0039	0.0001	0.9960	0.3812	10.9014	4.3400	8.3632	4.8039
HG02136	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3628	-42.7899	1.0723	8.8073	-0.7120
HG01878	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5214	-41.6402	-1.4619	7.0142	0.9031
HG01577	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.4844	-5.3663	12.9199	-14.5275	0.0500
HG02052	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.0470	-18.3198	-0.1933	1.5148	0.8689
NA12829	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	2.1526	13.1123	3.8180	9.0817	0.8638
NA18561	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1332	-42.2639	2.0683	6.3867	6.5778
HG03445	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6998	-16.9429	-0.4258	2.7520	2.8188
HG01866	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6422	-43.0549	2.0489	7.6031	-4.2305
NA11893	EUR	EUR	0.0000	0.0000	0.0017	0.0082	0.9902	-1.5517	11.6428	3.5265	9.9653	1.3488
HG01800	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9755	-44.2835	2.1811	8.1874	0.8166
HG02141	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9787	-43.8442	-0.2783	8.1377	0.1334
HG02799	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.2666	-17.0124	0.0930	1.7353	3.6451
HG00844	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0492	-44.1684	0.8697	9.9165	-2.8932
HG03367	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6365	-17.6987	-0.2835	2.3012	3.2024
HG01968	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.3389	-24.2055	22.9504	-37.6722	0.6048
HG03871	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6101	-7.7803	-19.9606	-4.7453	1.9712
HG03781	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6303	-8.8650	-19.0035	-5.8712	2.2631
HG02420	AFR	AFR	0.0000	0.9962	0.0038	0.0000	0.0000	36.4884	-4.4925	2.7591	5.8445	2.6790
NA19397	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.1046	-17.7259	-1.0518	1.7684	-1.5501
HG01350	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.6216	-5.3565	11.4262	-11.0734	4.0104
HG02690	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1359	0.0994	-13.0648	-1.0234	2.9638
HG03900	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6134	-5.9133	-19.5582	-4.3093	5.4159
NA19002	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5459	-41.6038	3.0541	5.9204	6.7493
NA19003	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4587	-42.6485	2.6421	6.3549	12.4439
NA18560	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5637	-44.8843	2.4999	7.3546	6.4605
NA21116	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7330	-5.1530	-16.8182	-4.9902	-0.0627
NA19214	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.1811	-19.1014	0.2091	-0.1212	1.9703
NA18907	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2265	-16.9513	-0.3173	2.5436	7.2512
HG02054	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.1575	-14.3691	2.3357	2.6726	4.4216
HG02464	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2113	-17.6607	-0.1956	1.1370	3.8655
NA19654	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.0546	-8.9057	13.1128	-16.4132	9.7307
NA19474	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.9167	-17.3750	0.0082	0.9101	2.3947
HG03978	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0515	-8.2068	-21.7449	-4.5764	5.1500
NA20851	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5841	-5.3514	-17.0487	-3.3960	2.3733
HG02253	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-3.3488	-6.2630	14.5640	-18.4964	3.0595
HG00956	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2713	-43.8257	1.8050	7.5161	-1.0238
NA11832	EUR	EUR	0.0000	0.0000	0.0048	0.0000	0.9952	0.6218	13.1522	4.5452	10.2668	1.4087
HG03693	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2383	-9.9339	-19.2746	-5.1089	3.9729
NA19082	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1636	-44.3423	2.1359	6.4153	9.6107
NA18606	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2003	-45.0026	1.1904	8.9392	-0.7561
NA21107	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1002	-4.2878	-18.6030	-3.7101	2.9005
NA20533	EUR	EUR	0.0000	0.0000	0.0057	0.0000	0.9943	2.1306	12.9208	2.0203	8.7859	-1.5771
HG00692	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5706	-44.8441	2.0331	6.0288	0.1042
NA18910	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1377	-17.1304	-0.8112	1.4707	2.6705
HG00379	EUR	EUR	0.0000	0.0000	0.1378	0.0000	0.8622	-1.2002	8.2939	5.1209	7.2958	0.6010
HG01503	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	0.7527	13.9771	4.8095	7.5139	2.8092
HG03460	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6663	-17.2642	-0.5235	2.1938	-0.1644
HG03063	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3816	-17.7343	0.1530	-0.2802	2.9851
HG01950	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-3.4207	-22.5818	20.5027	-32.5847	1.8005
HG00371	EUR	EUR	0.0000	0.0000	0.0013	0.0183	0.9804	0.0958	7.1562	3.7170	9.6595	4.9361
