#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG01695	EUR	EUR	0.0000	0.0000	0.0843	0.0000	0.9157	3.1051	9.8657	4.2458	8.8853	0.8082
HG04054	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.4540	-9.8768	-22.3251	-5.9401	2.7801
HG02512	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5615	-43.0726	-0.2295	7.0107	-2.4574
HG02703	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6067	-16.8899	-1.2073	1.7873	4.0606
HG00473	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1004	-46.0257	3.8081	8.5649	2.1720
NA12272	EUR	EUR	0.0000	0.0000	0.0039	0.0000	0.9961	0.8312	14.0534	7.7342	10.7944	6.2728
HG01596	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9218	-43.2348	0.9299	7.6261	-0.0672
NA19834	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	48.0564	-9.1295	2.5670	3.9093	0.5772
HG03297	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6016	-18.1187	0.2593	1.3831	1.3652
NA20320	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.6046	-14.1053	0.8150	3.0620	-1.3966
HG00479	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9856	-44.7489	1.3856	6.7580	0.0672
NA19794	AMR	AMR	0.0000	0.0000	0.9995	0.0002	0.0002	2.0051	1.4825	9.2345	-5.7580	2.3271
HG02186	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.1801	-44.6168	1.1399	8.4932	-1.0932
NA20525	EUR	EUR	0.0000	0.0000	0.0065	0.0000	0.9935	1.1728	12.3274	2.9289	9.1182	-3.5169
HG02048	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5908	-43.2999	0.3289	7.7338	-4.0204
HG01286	AMR	AMR	0.0001	0.0025	0.9972	0.0001	0.0001	13.8016	0.1291	5.6636	0.9903	3.7143
HG00409	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9133	-46.4246	3.5463	7.3658	1.6241
NA18972	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1256	-42.7233	3.5098	6.2712	6.8254
NA20517	EUR	EUR	0.0000	0.0000	0.0283	0.0000	0.9717	2.0891	13.4824	4.5561	9.1061	1.6969
HG02462	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.7365	-15.8346	0.2576	0.9358	3.8486
HG03040	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2252	-16.6372	-0.7019	2.3601	1.8946
NA18994	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5746	-43.3462	2.0813	5.7907	9.7647
NA20805	EUR	EUR	0.0000	0.0000	0.0318	0.0001	0.9681	1.8047	11.3025	4.3520	8.7936	-1.5815
HG00176	EUR	EUR	0.0000	0.0000	0.1592	0.0000	0.8408	-3.8269	8.1080	6.1681	7.9200	0.6177
HG01770	EUR	EUR	0.0000	0.0000	0.0039	0.0000	0.9961	1.2226	12.5319	5.6234	9.9476	4.5814
HG02076	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3772	-43.8148	1.0489	7.1043	-3.7741
HG02557	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.0554	-15.9535	0.1549	1.5760	0.7624
HG02221	EUR	EUR	0.0000	0.0000	0.2671	0.0000	0.7329	1.8304	12.0618	4.5689	8.8101	-4.2225
NA19089	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8576	-41.7934	1.6000	5.4843	6.8629
HG04033	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7614	-9.8405	-19.5969	-5.1215	2.6916
HG01254	AMR	AMR	0.0000	0.0052	0.9947	0.0000	0.0000	9.3985	-3.2194	7.7800	-5.8893	0.8588
HG01797	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8530	-44.6348	-0.0607	7.1157	-4.3073
HG01524	EUR	EUR	0.0000	0.0000	0.0515	0.0000	0.9485	0.4824	12.7352	5.7073	10.4274	-0.6646
HG01111	AMR	AMR	0.0000	0.0005	0.9994	0.0001	0.0000	5.5037	2.9323	6.7246	1.7402	-0.9015
NA19835	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	51.5896	-13.4490	0.8881	2.8555	2.0099
NA18909	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9454	-18.3011	-0.5539	1.9047	-0.3195
NA20534	EUR	EUR	0.0000	0.0000	0.0464	0.0000	0.9536	-0.2730	13.0808	3.9502	8.6684	0.7139
HG02138	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5997	-44.2172	0.4271	7.0361	-0.2023
HG04185	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6077	-9.0306	-22.3751	-4.3763	2.8298
HG02407	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.0562	-44.4220	-0.1095	7.7714	-1.7550
HG03593	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1749	-10.6354	-16.6017	-4.3839	4.5231
HG03120	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4591	-16.5591	-0.3834	2.1759	1.2851
NA19439	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6219	-17.4016	-0.3891	2.6339	1.2156
HG03770	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9365	-9.6280	-18.5889	-3.5653	5.8150
HG02813	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7849	-16.8695	1.3018	1.3070	0.9877
NA19107	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.1035	-16.5698	-0.2302	3.1661	3.3609
NA19200	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1105	-17.6479	-0.4674	1.8310	3.2286
NA19096	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2937	-17.1676	-0.7001	0.4924	2.2671
NA18510	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3431	-18.6651	0.5235	1.6600	2.9518
HG02649	SAS	SAS	0.0000	0.0000	0.0281	0.9719	0.0000	0.8980	-0.6698	-10.2033	-2.1486	3.0759
HG03081	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2043	-16.9007	-0.2063	3.1480	0.7963
HG02471	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.4381	-15.9865	1.9341	1.4503	-1.6630
HG02769	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6079	-16.9042	-0.9066	0.8217	1.9708
HG03616	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4534	-10.4043	-14.8324	-1.9177	6.3368
HG02397	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5610	-43.4309	1.4438	9.2642	-3.2065
HG02489	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	55.2929	-14.9735	0.2550	1.7348	3.3114
NA12283	EUR	EUR	0.0000	0.0000	0.0193	0.0000	0.9807	0.9194	11.9376	4.6083	8.0462	2.2896
HG01801	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4232	-44.0616	-0.0515	7.5196	-4.9574
HG01094	AMR	AMR	0.0000	0.0000	0.5542	0.0000	0.4458	8.4956	3.2894	6.4650	3.9370	1.6718
HG03121	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.8446	-18.3810	-0.9031	2.5978	1.2818
HG03968	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7101	-6.3837	-19.5214	-4.7294	6.9309
HG03864	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6463	-7.9555	-19.0725	-5.0175	2.1626
NA19700	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.2323	-12.7592	0.9477	1.6645	1.9464
NA12842	EUR	EUR	0.0000	0.0000	0.0509	0.0000	0.9491	-0.7445	13.2349	4.9844	11.0082	3.7560
HG01396	AMR	AMR	0.0000	0.0089	0.9911	0.0000	0.0000	10.5624	1.6788	7.6634	-2.1310	2.5131
HG02585	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1434	-16.5400	-0.7710	1.7951	2.0311
HG03729	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3661	-8.0183	-21.0566	-5.2517	5.6061
NA18597	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4766	-43.1588	4.0255	7.1911	6.8601
NA21093	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3145	-5.1039	-20.9735	-5.4027	3.4689
HG03079	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6780	-18.1191	0.0696	0.1067	6.4550
HG01865	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3058	-44.1206	1.8042	7.9005	-1.2777
HG04152	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7257	-10.8575	-18.5643	-4.7613	0.6434
HG01781	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	1.1628	13.8938	4.7052	10.2808	-0.0080
NA20804	EUR	EUR	0.0000	0.0000	0.0597	0.0000	0.9403	1.8670	10.9360	5.0728	10.2510	-1.2599
HG01951	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.4657	-23.9386	22.0090	-38.5283	2.8040
HG03649	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3655	-3.9274	-15.5124	-2.0649	1.6612
NA19256	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2033	-18.0232	-0.2838	0.9379	0.0412
HG01982	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.2671	-17.7315	18.2243	-28.2266	-0.5174
HG03198	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1302	-17.5107	-0.7988	0.8375	6.0353
NA12340	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	1.8653	12.6184	4.3598	8.3993	0.9186
HG02884	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.9071	-16.2022	0.2219	1.9651	5.5195
NA19723	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	2.7004	-8.7384	13.7114	-14.8217	4.2798
HG00651	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4342	-45.6842	4.8505	6.6047	0.1412
HG00732	AMR	AMR	0.0000	0.0001	0.9970	0.0001	0.0028	4.3099	4.0510	5.9151	2.5974	0.9086
HG03976	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.4436	-8.9897	-20.1185	-5.8246	5.4519
HG00188	EUR	EUR	0.0000	0.0000	0.0059	0.0000	0.9941	0.1804	9.9790	6.7575	7.3673	3.0723
HG01527	EUR	EUR	0.0000	0.0000	0.0032	0.0000	0.9968	2.6159	12.5820	4.6699	7.9272	1.7329
HG01679	EUR	EUR	0.0000	0.0000	0.0742	0.0000	0.9258	1.5025	12.3343	5.5128	7.8838	2.7052
NA19384	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.0957	-16.6981	-0.8462	1.0035	-1.5473
HG00742	AMR	AMR	0.0000	0.0000	0.6863	0.0000	0.3137	6.5315	8.9558	6.9983	6.4093	0.3705
NA18486	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6613	-16.9137	-1.4028	1.4835	1.1579
HG03914	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0630	-11.8343	-16.2048	-4.4425	2.9848
HG00101	EUR	EUR	0.0000	0.0000	0.0036	0.0000	0.9964	0.8282	12.7286	6.4531	8.0506	3.5924
HG04080	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6469	-5.2976	-16.6436	-3.4264	-0.7734
HG04180	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0732	-8.6481	-17.2007	-2.6057	-0.3014
HG02836	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2946	-17.5558	-0.3208	1.6382	1.2573
NA18874	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5888	-17.8992	-0.7024	1.3788	1.9483
HG02479	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.6971	-13.6200	0.6078	3.7088	2.7921
HG00625	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6508	-45.4286	0.4811	8.4493	0.0998
HG04096	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5167	-5.3720	-23.2281	-4.6296	4.4891
HG02111	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.5086	-15.4589	1.1576	3.8178	3.4494
NA19454	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.4070	-17.2599	0.2386	0.9608	0.2568
HG02784	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8217	-7.2702	-19.6969	-5.3566	4.6061
HG00138	EUR	EUR	0.0000	0.0000	0.0025	0.0000	0.9975	0.3988	14.1381	5.3059	9.6829	6.2568
HG02265	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-7.3324	-21.0604	23.2293	-36.7392	1.4019
HG03760	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0370	-8.5058	-20.0498	-5.4057	6.1666
HG04070	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9973	-8.0258	-21.2777	-5.7610	1.1975
HG00142	EUR	EUR	0.0000	0.0000	0.0164	0.0000	0.9836	0.2813	12.8750	5.2437	10.4053	-2.9678
HG01779	EUR	EUR	0.0000	0.0000	0.0112	0.0000	0.9888	2.3570	12.9109	5.4737	11.4558	-0.8217
NA18933	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.7834	-18.7419	0.8429	2.0330	2.5318
NA19430	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.8289	-16.0303	0.8182	1.7352	2.0794
HG02128	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.0243	-43.8509	2.6111	7.2504	-0.4054
HG03995	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8603	-9.5283	-22.0092	-3.5597	-1.8902
HG03888	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5261	-5.1979	-16.4778	-2.7365	1.6178
HG02736	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9908	-2.0758	-12.6655	-1.8555	-1.5052
NA19445	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.4154	-16.1994	-1.0427	3.0233	0.8244
HG00262	EUR	EUR	0.0000	0.0000	0.0041	0.0000	0.9959	-0.5982	11.2429	5.0765	7.2189	-1.2286
NA12156	EUR	EUR	0.0000	0.0000	0.0820	0.0000	0.9180	-0.8404	13.3683	7.9444	8.5002	3.1109
HG04194	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5072	-9.7870	-16.8192	-3.4334	5.0136
HG04211	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0906	-6.0679	-20.5516	-5.0961	-1.1550
HG02165	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4161	-44.2597	2.3115	7.9994	-0.0638
NA07056	EUR	EUR	0.0000	0.0000	0.0028	0.0106	0.9866	0.8613	12.8654	3.6227	8.5693	3.9193
HG00263	EUR	EUR	0.0000	0.0000	0.0155	0.0000	0.9845	0.4188	13.0505	5.9431	8.8646	0.8266
HG00259	EUR	EUR	0.0000	0.0000	0.0115	0.0000	0.9885	-0.0926	12.0418	5.8945	8.2873	2.1165
HG00117	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	-0.0485	12.4682	4.5646	10.5129	5.3452
HG03598	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3899	-11.3461	-16.0551	-1.7163	-1.9879
HG03960	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2650	-9.2828	-20.4467	-6.3771	3.4639
NA20896	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2473	-4.9069	-18.5998	-5.4195	0.4065
HG04212	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7574	-7.3984	-20.7307	-6.3789	3.2928
HG01161	AMR	AMR	0.0000	0.0021	0.9979	0.0000	0.0000	10.3620	1.3905	9.3244	-0.1066	0.9671
HG03756	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4755	-8.4986	-18.6719	-4.7748	4.5713
NA20282	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	45.1323	-10.0097	0.4615	3.6361	2.8025
HG02104	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.0625	-22.0226	22.9468	-36.4953	2.8724
HG01873	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.9754	-44.3146	0.9260	8.6853	0.7090
HG03099	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.8406	-17.9315	0.0878	2.2408	0.0951
HG00534	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2199	-43.2109	4.0315	6.4704	2.2611
HG00463	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5004	-45.1294	1.7737	7.7217	-1.2367
HG00598	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9858	-45.9864	0.6498	6.4117	3.3746
NA18950	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.5252	-43.1345	5.0911	7.2455	10.8702
HG02808	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.5759	-16.7819	-0.3217	2.1093	1.6595
NA18632	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.8806	-44.8586	4.9073	7.8185	6.6846
NA20861	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9499	-7.1621	-20.9563	-4.7605	-1.9855
NA18507	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0745	-18.0300	0.0158	1.4038	1.3403
HG02325	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7669	-16.8533	-1.6373	0.7720	1.4877
HG01412	AMR	AMR	0.0001	0.0011	0.9974	0.0013	0.0000	3.5613	2.3487	9.1054	-1.4012	2.8182
HG02023	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4108	-42.9430	1.1795	6.1283	-5.6917
HG03343	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6350	-19.0894	-1.2288	2.0955	2.7906
HG01885	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.6981	-17.0194	0.3758	2.4081	2.7887
HG03103	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4013	-17.8370	-0.3099	1.9215	2.6194
NA19323	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.8854	-16.9289	-2.4241	1.4437	-0.2814
HG02890	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7444	-16.9691	-0.4239	1.3316	3.6862
NA20362	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	49.5785	-11.4559	1.9416	1.8230	0.7258
HG03577	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2876	-16.8708	-0.8953	1.5661	3.3591
HG02839	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7178	-18.3404	-0.6464	1.9525	1.7833
HG03771	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6271	-10.1287	-19.0761	-5.8250	4.0972
NA19770	AMR	AMR	0.0000	0.0016	0.9984	0.0000	0.0000	1.5331	-5.2580	11.6814	-10.3616	6.3545
HG02555	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	54.8492	-15.9894	1.5050	2.2678	4.0098
HG02600	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5395	-5.1596	-17.0129	-0.9676	5.4397
NA19746	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-2.2656	-13.6519	15.7091	-20.4744	-1.0588
HG02449	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.7005	-15.9304	-0.4710	2.6482	2.6809
HG02952	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.4675	-17.6854	0.8911	1.8669	4.5872
HG01589	SAS	SAS	0.0000	0.0000	0.0000	0.9998	0.0002	0.3530	-2.7892	-13.5314	-2.3058	3.6714
HG00445	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0709	-43.7904	1.9324	6.6255	1.0602
NA18989	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5345	-43.1798	2.0757	5.8185	9.1927
NA21102	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3664	-4.6012	-18.9519	-3.9025	4.9977
HG01605	EUR	EUR	0.0000	0.0000	0.0084	0.0043	0.9873	1.7601	11.3906	4.3543	8.5819	1.1250
NA20351	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	43.8493	-8.4653	1.6522	3.8436	2.5863
HG03563	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7816	-17.6060	0.0935	1.4645	0.7668
NA18878	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.1222	-16.5097	0.4274	1.7329	0.6506
NA18565	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6704	-45.1986	3.7996	7.4282	2.4051
HG03175	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.8608	-17.3571	0.7416	1.7950	3.0046
NA20346	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	51.9554	-12.9569	0.4662	3.5876	2.2560
NA12776	EUR	EUR	0.0000	0.0000	0.2423	0.0000	0.7577	0.5609	11.4886	5.6384	8.0746	2.9585
NA18973	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0438	-41.9933	2.9842	5.3208	7.4172
NA19060	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8116	-42.4974	4.4060	4.6793	9.5701
NA19314	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.5242	-15.9186	-0.1006	2.5706	2.7899
NA20536	EUR	EUR	0.0000	0.0000	0.0385	0.0000	0.9615	1.7007	10.1988	4.8260	8.9753	-5.5965
NA20894	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4015	-5.4510	-18.2949	-1.8163	1.9137
NA12287	EUR	EUR	0.0000	0.0000	0.0222	0.0000	0.9778	1.6111	12.1435	4.3956	9.3496	0.7543
HG02050	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8275	-42.8537	1.7261	7.3001	1.5885
HG02568	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.1398	-16.4580	-1.4394	0.6024	0.3384
HG02655	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6475	0.2152	-11.2958	-2.8655	3.0331
NA19735	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.3615	-20.1950	19.5578	-30.8984	1.1489
HG03473	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.1383	-17.3527	-0.9119	0.0414	1.8519
HG01914	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	54.0275	-12.8136	-0.0031	1.2760	1.0510
HG02019	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1456	-43.4545	2.3088	6.9068	0.0901
NA21110	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5635	-4.6369	-19.3612	-3.1353	-0.0044
HG01794	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2671	-44.0583	0.5662	8.6842	-1.8257
NA20770	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	0.9682	12.9392	3.2187	8.3035	-0.2393
HG01079	AMR	AMR	0.0007	0.0004	0.9935	0.0016	0.0038	8.6434	2.6242	6.9814	3.1871	4.5411
NA19108	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3214	-17.1762	0.0957	1.8520	0.9172
HG02678	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.3585	-17.1161	-0.8533	2.6635	1.9467
NA18553	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7561	-42.6268	2.6994	6.5155	5.1917
NA18563	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7003	-42.8747	4.1883	5.4251	5.3883
HG02220	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9983	0.9647	12.9067	3.0812	9.0416	3.4222
NA20761	EUR	EUR	0.0000	0.0000	0.0040	0.0000	0.9960	1.6467	10.9482	3.8902	10.5580	-0.1931
HG00260	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	-1.1128	13.5344	7.1269	10.2761	1.4931
HG01468	EUR	AMR	0.0000	0.0000	0.0826	0.0000	0.9174	0.5693	4.8109	7.8009	-0.2911	4.7637
NA19307	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.5092	-15.6912	-0.8790	2.1440	-0.9321
HG00130	EUR	EUR	0.0000	0.0000	0.0591	0.0000	0.9409	1.2387	13.5451	5.0444	11.4405	4.0460
HG00180	EUR	EUR	0.0000	0.0000	0.0500	0.0000	0.9500	-0.0327	10.3980	6.2744	8.5013	3.0805
NA19819	AFR	AFR	0.0000	0.9967	0.0033	0.0000	0.0000	42.9813	-7.9511	2.9318	4.6247	4.2996
NA19761	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.3859	-10.3215	13.5941	-16.1522	5.3854
HG03351	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3875	-17.1893	-0.7586	1.6657	0.1478
HG03673	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8288	-9.7578	-19.5420	-4.1700	0.4687
NA19431	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.1772	-17.5743	-0.8370	0.4261	1.7905
HG03745	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2229	-8.1694	-21.6753	-3.9426	0.1974
HG00140	EUR	EUR	0.0000	0.0000	0.2231	0.0000	0.7769	-0.1383	12.5230	5.0364	9.1110	1.7464
HG02353	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5337	-45.5151	0.5241	8.8127	-1.8519
HG02789	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8120	-7.6400	-18.4842	-3.3708	4.1187
HG03907	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5271	-11.6785	-16.4567	-4.6438	1.3266
HG02778	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5730	-8.6113	-19.2803	-3.3068	-0.3185
NA20775	EUR	EUR	0.0000	0.0000	0.0088	0.0000	0.9912	3.0479	12.7895	3.1087	8.4443	2.7628
NA18999	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1524	-43.2094	1.9709	5.3609	6.4070
