#sample_a	sample_b	relatedness	ibs0	ibs2	hom_concordance	hets_a	hets_b	hets_ab	shared_hets	hom_alts_a	hom_alts_b	shared_hom_alts	n	x_ibs0	x_ibs2	expected_relatedness
CPG13128	CPG13458	-0.031	1414	7308	-0.024	6355	6489	12473	2634	5529	5505	2696	15927	27	146	-1.0
CPG13128	CPG13466	-0.052	1462	7192	-0.057	6355	6512	12489	2600	5529	5354	2618	15943	69	153	-1.0
CPG13128	CPG13474	-0.032	1435	7327	-0.037	6355	6562	12564	2671	5529	5407	2672	15984	27	155	-1.0
CPG13128	CPG13482	0.001	1367	7420	-0.008	6355	6670	12669	2738	5529	5429	2689	15980	26	144	-1.0
CPG13128	CPG13490	-0.008	1354	7335	-0.002	6355	6598	12596	2658	5529	5417	2697	15969	31	130	-1.0
CPG13128	CPG200691	-0.066	1488	7194	-0.054	6355	6619	12482	2562	5529	5708	2676	16040	63	154	-1.0
CPG13128	CPG68718	-0.013	1339	7360	0.014	6355	6458	12378	2599	5529	5487	2755	15879	29	179	-1.0
CPG13128	CPG68700	-0.015	1330	7300	0.014	6355	6476	12439	2565	5529	5493	2736	15939	65	159	-1.0
CPG13128	CPG13508	-0.006	1371	7384	-0.006	6355	6657	12672	2704	5529	5426	2712	16019	74	144	-1.0
CPG13128	CPG13516	-0.062	1500	7322	-0.052	6355	6390	12404	2615	5529	5564	2714	15996	26	165	-1.0
CPG13128	CPG200709	-0.053	1450	7159	-0.046	6355	6668	12454	2569	5529	5597	2643	15925	60	167	-1.0
CPG13128	CPG200717	-0.030	1442	7267	-0.040	6355	6924	12768	2691	5529	5541	2664	16095	23	178	-1.0
CPG13136	CPG13144	0.052	1212	7195	0.026	6647	6607	12750	2756	5285	5404	2562	15645	58	116	-1.0
CPG13136	CPG13151	0.040	1220	7117	0.026	6647	6625	12768	2698	5285	5487	2578	15709	20	167	-1.0
CPG13136	CPG13169	0.060	1222	7159	0.011	6647	6663	12711	2827	5285	5246	2504	15438	47	124	-1.0
CPG13136	CPG13177	0.023	1289	7306	0.010	6647	6502	12760	2723	5285	5580	2633	15909	13	159	-1.0
CPG13136	CPG13185	0.030	1266	7225	0.010	6647	6473	12598	2718	5285	5464	2585	15653	48	133	-1.0
CPG13136	CPG13193	0.009	1316	7095	-0.016	6647	6453	12610	2690	5285	5498	2550	15641	16	146	-1.0
CPG13136	CPG13201	-0.013	1364	7113	-0.031	6647	6442	12684	2648	5285	5600	2565	15865	42	145	-1.0
CPG13136	CPG13219	0.046	1235	6917	-0.011	6647	6685	12691	2761	5285	5244	2412	15321	51	126	-1.0
CPG13136	CPG13227	0.004	1330	7013	-0.027	6647	6543	12638	2688	5285	5423	2516	15605	43	134	-1.0
CPG13136	CPG13235	0.024	1251	7132	0.022	6647	6453	12578	2652	5285	5531	2619	15657	43	127	-1.0
CPG13136	CPG13243	0.048	1193	7291	0.040	6647	6322	12386	2686	5285	5402	2600	15498	15	152	-1.0
CPG13136	CPG13250	0.025	1271	7273	0.019	6647	6483	12735	2702	5285	5591	2642	15875	49	142	-1.0
CPG13136	CPG13268	0.040	1274	7166	-0.010	6647	6561	12656	2798	5285	5247	2495	15500	43	139	-1.0
CPG13136	CPG13276	0.068	1209	7412	0.040	6647	6756	13006	2860	5285	5489	2630	15907	15	158	-1.0
CPG13136	CPG13284	0.031	1219	7078	0.025	6647	6437	12592	2633	5285	5429	2569	15623	53	122	-1.0
CPG13136	CPG13292	-0.012	1397	7160	-0.040	6647	6584	12849	2717	5285	5616	2581	15972	54	139	-1.0
CPG13136	CPG13300	0.012	1285	7096	0.004	6647	6387	12483	2642	5285	5476	2593	15580	42	137	-1.0
CPG13136	CPG13318	0.008	1342	7309	-0.004	6647	6508	12777	2732	5285	5649	2663	15964	21	163	-1.0
CPG13136	CPG13334	0.492	2	8619	0.647	6647	5368	10915	2691	5285	5212	3377	14154	0	179	0.5
CPG13136	CPG13342	0.555	274	10564	0.594	6647	6722	12944	4142	5285	5221	3650	15498	0	289	0.25
CPG13136	CPG13359	0.039	1266	7268	0.014	6647	6582	12700	2779	5285	5421	2605	15676	45	139	-1.0
CPG13136	CPG13367	0.016	1277	6712	-0.038	6647	6447	12343	2652	5285	5208	2354	15028	50	116	-1.0
CPG13136	CPG13375	0.063	1174	7069	0.030	6647	6597	12622	2748	5285	5314	2509	15369	46	134	-1.0
CPG13136	CPG13383	0.071	1185	7133	0.026	6647	6664	12648	2818	5285	5264	2508	15330	18	157	-1.0
CPG13136	CPG13391	0.052	1232	7115	0.016	6647	6563	12577	2794	5285	5342	2550	15336	41	133	-1.0
CPG13136	CPG13409	-nan	0	0	0.000	6647	0	0	0	5285	0	0	0	0	0	-1.0
CPG13136	CPG13417	0.089	1148	7165	0.043	6647	6802	12830	2864	5285	5184	2518	15415	40	143	-1.0
CPG13136	CPG13425	0.014	1298	7134	-0.001	6647	6446	12617	2687	5285	5575	2590	15675	43	138	-1.0
CPG13136	CPG13433	0.001	1296	7022	-0.004	6647	6386	12523	2601	5285	5536	2570	15639	18	154	-1.0
CPG13136	CPG13441	0.035	1265	7238	0.018	6647	6503	12692	2754	5285	5552	2626	15687	35	137	-1.0
CPG13136	CPG13458	0.024	1285	7189	0.005	6647	6489	12630	2720	5285	5505	2599	15664	16	157	-1.0
CPG13136	CPG13466	0.019	1301	7167	-0.012	6647	6512	12666	2723	5285	5354	2539	15688	40	143	-1.0
CPG13136	CPG13474	0.025	1318	7261	-0.013	6647	6562	12747	2794	5285	5407	2565	15738	10	176	-1.0
CPG13136	CPG13482	0.044	1258	7204	0.003	6647	6670	12856	2802	5285	5429	2530	15714	17	160	-1.0
CPG13136	CPG13490	0.030	1254	7101	0.007	6647	6598	12752	2701	5285	5417	2547	15705	17	161	-1.0
CPG13136	CPG200691	0.001	1325	7156	-0.013	6647	6619	12628	2659	5285	5708	2582	15791	49	137	-1.0
CPG13136	CPG68718	0.015	1307	7158	-0.011	6647	6458	12593	2709	5285	5487	2558	15640	21	162	-1.0
CPG13136	CPG68700	0.026	1257	7171	0.013	6647	6476	12618	2676	5285	5493	2584	15694	48	136	-1.0
CPG13136	CPG13508	0.028	1280	7149	0.001	6647	6657	12818	2738	5285	5426	2566	15771	54	127	-1.0
CPG13136	CPG13516	-0.008	1339	7074	-0.027	6647	6390	12586	2629	5285	5564	2534	15741	19	166	-1.0
CPG13136	CPG200709	-0.015	1376	7002	-0.041	6647	6668	12614	2658	5285	5597	2534	15676	58	132	-1.0
CPG13136	CPG200717	0.049	1243	7248	0.014	6647	6924	12948	2800	5285	5541	2562	15839	11	148	-1.0
CPG13144	CPG13151	0.034	1300	7438	0.014	6607	6625	12859	2821	5404	5487	2675	15955	70	118	-1.0
CPG13144	CPG13169	0.053	1221	7251	0.028	6607	6663	12738	2778	5404	5246	2591	15654	107	186	-1.0
CPG13144	CPG13177	-0.017	1426	7396	-0.032	6607	6502	12821	2743	5404	5580	2677	16157	72	132	-1.0
CPG13144	CPG13185	0.015	1321	7367	0.012	6607	6473	12682	2739	5404	5464	2705	15892	111	191	-1.0
CPG13144	CPG13193	0.018	1303	7347	0.013	6607	6453	12683	2718	5404	5498	2678	15897	79	124	-1.0
CPG13144	CPG13201	0.005	1333	7419	0.011	6607	6442	12763	2701	5404	5600	2723	16113	140	170	-1.0
CPG13144	CPG13219	0.038	1260	7032	-0.007	6607	6685	12768	2760	5404	5244	2484	15540	113	171	-1.0
CPG13144	CPG13227	0.025	1279	7285	0.017	6607	6543	12730	2717	5404	5423	2650	15860	115	172	-1.0
CPG13144	CPG13235	0.033	1214	7325	0.055	6607	6453	12653	2639	5404	5531	2723	15914	132	153	-1.0
CPG13144	CPG13243	0.007	1332	7384	0.004	6607	6322	12433	2706	5404	5402	2684	15737	65	121	-1.0
CPG13144	CPG13250	0.011	1333	7444	0.010	6607	6483	12798	2734	5404	5591	2721	16107	134	178	-1.0
CPG13144	CPG13268	0.006	1320	7085	-0.020	6607	6561	12659	2679	5404	5247	2536	15706	122	177	-1.0
CPG13144	CPG13276	0.022	1340	7415	-0.001	6607	6756	13050	2823	5404	5489	2673	16159	62	132	-1.0
CPG13144	CPG13284	0.024	1279	7365	0.025	6607	6437	12654	2712	5404	5429	2691	15874	112	176	-1.0
CPG13144	CPG13292	-0.019	1420	7294	-0.035	6607	6584	12941	2720	5404	5616	2653	16215	131	183	-1.0
CPG13144	CPG13300	0.034	1236	7374	0.045	6607	6387	12584	2685	5404	5476	2716	15824	108	185	-1.0
CPG13144	CPG13318	0.008	1305	7407	0.028	6607	6508	12813	2662	5404	5649	2762	16201	53	127	-1.0
CPG13144	CPG13334	-0.046	1216	6567	0.021	6607	5368	10936	2181	5404	5212	2539	14357	58	130	-1.0
CPG13144	CPG13342	0.043	1296	7259	-0.009	6607	6722	12851	2869	5404	5221	2543	15668	57	116	-1.0
CPG13144	CPG13359	0.031	1307	7439	0.014	6607	6582	12795	2810	5404	5421	2691	15921	111	192	-1.0
CPG13144	CPG13367	-0.006	1356	6848	-0.056	6607	6447	12384	2676	5404	5208	2420	15236	99	175	-1.0
CPG13144	CPG13375	0.046	1224	7134	0.023	6607	6597	12685	2737	5404	5314	2568	15569	130	167	-1.0
CPG13144	CPG13383	0.047	1246	7149	0.007	6607	6664	12726	2788	5404	5264	2529	15545	71	115	-1.0
CPG13144	CPG13391	0.011	1358	7102	-0.031	6607	6563	12634	2783	5404	5342	2550	15528	118	170	-1.0
CPG13144	CPG13409	-nan	0	0	0.000	6607	0	0	0	5404	0	0	0	0	0	-1.0
CPG13144	CPG13417	0.054	1256	7165	0.003	6607	6802	12908	2859	5404	5184	2525	15611	114	183	-1.0
CPG13144	CPG13425	-0.009	1338	7170	-0.006	6607	6446	12661	2617	5404	5575	2645	15935	129	169	-1.0
CPG13144	CPG13433	-0.006	1344	7235	-0.006	6607	6386	12607	2651	5404	5536	2656	15884	68	126	-1.0
CPG13144	CPG13441	0.002	1325	7223	0.003	6607	6503	12724	2665	5404	5552	2667	15942	135	157	-1.0
CPG13144	CPG13458	0.022	1278	7321	0.019	6607	6489	12719	2697	5404	5505	2657	15924	66	132	-1.0
CPG13144	CPG13466	-0.009	1340	7121	-0.026	6607	6512	12727	2622	5404	5354	2542	15944	130	178	-1.0
CPG13144	CPG13474	0.005	1306	7175	-0.007	6607	6562	12790	2647	5404	5407	2572	15977	76	126	-1.0
CPG13144	CPG13482	0.039	1282	7423	0.016	6607	6670	12896	2818	5404	5429	2649	15965	71	115	-1.0
CPG13144	CPG13490	0.007	1340	7219	-0.015	6607	6598	12841	2724	5404	5417	2597	15952	61	118	-1.0
CPG13144	CPG200691	-0.011	1379	7317	-0.014	6607	6619	12726	2690	5404	5708	2683	16042	134	171	-1.0
CPG13144	CPG68718	0.016	1302	7349	0.010	6607	6458	12645	2707	5404	5487	2656	15882	75	136	-1.0
CPG13144	CPG68700	0.034	1262	7458	0.033	6607	6476	12689	2737	5404	5493	2703	15935	115	187	-1.0
CPG13144	CPG13508	0.027	1313	7402	0.007	6607	6657	12909	2802	5404	5426	2666	16020	104	194	-1.0
CPG13144	CPG13516	0.004	1352	7464	0.002	6607	6390	12621	2727	5404	5564	2717	15983	64	143	-1.0
CPG13144	CPG200709	0.006	1375	7410	-0.014	6607	6668	12703	2787	5404	5597	2675	15914	141	171	-1.0
CPG13144	CPG200717	0.021	1312	7272	0.000	6607	6924	13018	2760	5404	5541	2626	16082	77	123	-1.0
CPG13151	CPG13169	0.052	1244	7293	0.022	6625	6663	12824	2822	5487	5246	2602	15717	58	127	-1.0
CPG13151	CPG13177	-0.001	1357	7422	-0.001	6625	6502	12856	2710	5487	5580	2710	16215	20	172	-1.0
CPG13151	CPG13185	0.029	1274	7407	0.030	6625	6473	12732	2730	5487	5464	2711	15953	53	138	-1.0
CPG13151	CPG13193	0.009	1318	7311	0.003	6625	6453	12704	2692	5487	5498	2651	15949	25	148	-1.0
CPG13151	CPG13201	0.021	1281	7510	0.041	6625	6442	12781	2699	5487	5600	2787	16174	47	152	-1.0
CPG13151	CPG13219	0.021	1313	7006	-0.028	6625	6685	12792	2760	5487	5244	2479	15591	66	116	-1.0
CPG13151	CPG13227	0.011	1293	7189	0.008	6625	6543	12751	2658	5487	5423	2627	15917	58	127	-1.0
CPG13151	CPG13235	0.020	1294	7378	0.029	6625	6453	12726	2714	5487	5531	2748	15970	45	138	-1.0
CPG13151	CPG13243	0.016	1322	7447	0.020	6625	6322	12523	2742	5487	5402	2754	15808	17	149	-1.0
CPG13151	CPG13250	0.013	1324	7503	0.020	6625	6483	12816	2734	5487	5591	2755	16175	65	131	-1.0
CPG13151	CPG13268	0.001	1329	7036	-0.033	6625	6561	12737	2667	5487	5247	2486	15768	47	139	-1.0
CPG13151	CPG13276	0.052	1249	7517	0.034	6625	6756	13129	2839	5487	5489	2682	16217	18	163	-1.0
CPG13151	CPG13284	0.016	1280	7291	0.023	6625	6437	12677	2663	5487	5429	2684	15922	47	133	-1.0
CPG13151	CPG13292	-0.025	1445	7310	-0.045	6625	6584	12958	2726	5487	5616	2643	16261	60	139	-1.0
CPG13151	CPG13300	0.017	1261	7291	0.038	6625	6387	12593	2632	5487	5476	2730	15881	55	131	-1.0
CPG13151	CPG13318	0.011	1336	7538	0.022	6625	6508	12877	2742	5487	5649	2795	16267	17	162	-1.0
CPG13151	CPG13334	-0.062	1265	6510	-0.010	6625	5368	11023	2188	5487	5212	2479	14422	22	158	-1.0
CPG13151	CPG13342	0.042	1271	7224	0.004	6625	6722	12857	2811	5487	5221	2561	15730	21	167	-1.0
CPG13151	CPG13359	0.021	1315	7350	0.006	6625	6582	12834	2762	5487	5421	2660	15975	45	148	-1.0
CPG13151	CPG13367	-0.009	1364	6857	-0.053	6625	6447	12425	2673	5487	5208	2454	15300	46	126	-1.0
CPG13151	CPG13375	0.032	1263	7124	0.008	6625	6597	12715	2728	5487	5314	2566	15646	56	132	-1.0
CPG13151	CPG13383	0.050	1232	7148	0.018	6625	6664	12789	2782	5487	5264	2558	15605	16	159	-1.0
CPG13151	CPG13391	0.044	1243	7212	0.028	6625	6563	12669	2765	5487	5342	2634	15594	53	126	-1.0
CPG13151	CPG13409	-nan	0	0	0.000	6625	0	0	0	5487	0	0	0	0	0	-1.0
CPG13151	CPG13417	0.082	1160	7276	0.048	6625	6802	12939	2852	5487	5184	2569	15671	39	154	-1.0
CPG13151	CPG13425	-0.009	1328	7115	-0.004	6625	6446	12745	2598	5487	5575	2633	15992	59	133	-1.0
CPG13151	CPG13433	-0.004	1344	7279	-0.002	6625	6386	12639	2660	5487	5536	2675	15942	25	159	-1.0
CPG13151	CPG13441	-0.015	1389	7203	-0.025	6625	6503	12764	2680	5487	5552	2639	15996	47	141	-1.0
CPG13151	CPG13458	0.022	1295	7379	0.022	6625	6489	12758	2728	5487	5505	2709	15976	25	165	-1.0
CPG13151	CPG13466	0.016	1330	7419	0.004	6625	6512	12782	2760	5487	5354	2681	16011	43	151	-1.0
CPG13151	CPG13474	0.021	1309	7388	0.009	6625	6562	12847	2750	5487	5407	2665	16044	19	179	-1.0
CPG13151	CPG13482	0.037	1301	7432	0.010	6625	6670	12978	2840	5487	5429	2657	16031	5	165	-1.0
CPG13151	CPG13490	0.016	1322	7325	0.002	6625	6598	12872	2745	5487	5417	2654	16029	21	183	-1.0
CPG13151	CPG200691	-0.012	1352	7268	0.004	6625	6619	12737	2630	5487	5708	2726	16097	47	147	-1.0
CPG13151	CPG68718	0.022	1265	7302	0.029	6625	6458	12710	2667	5487	5487	2690	15943	22	145	-1.0
CPG13151	CPG68700	0.011	1268	7195	0.024	6625	6476	12732	2603	5487	5493	2667	15989	63	127	-1.0
CPG13151	CPG13508	0.028	1291	7352	0.016	6625	6657	12952	2763	5487	5426	2668	16069	59	124	-1.0
CPG13151	CPG13516	-0.004	1354	7373	-0.001	6625	6390	12690	2683	5487	5564	2703	16051	21	167	-1.0
CPG13151	CPG200709	-0.010	1363	7198	-0.013	6625	6668	12746	2662	5487	5597	2654	15983	58	143	-1.0
CPG13151	CPG200717	0.013	1351	7293	-0.012	6625	6924	13077	2786	5487	5541	2635	16149	14	168	-1.0
CPG13169	CPG13177	0.012	1355	7349	-0.016	6663	6502	12798	2789	5246	5580	2626	15924	52	147	-1.0
CPG13169	CPG13185	0.016	1333	7217	-0.017	6663	6473	12642	2767	5246	5464	2577	15658	96	206	-1.0
CPG13169	CPG13193	0.028	1302	7269	-0.003	6663	6453	12632	2783	5246	5498	2587	15637	65	140	-1.0
CPG13169	CPG13201	-0.004	1384	7277	-0.029	6663	6442	12702	2745	5246	5600	2617	15873	117	192	-1.0
CPG13169	CPG13219	0.040	1295	6978	-0.035	6663	6685	12759	2848	5246	5244	2409	15336	112	174	-1.0
CPG13169	CPG13227	0.052	1174	7121	0.046	6663	6543	12678	2680	5246	5423	2589	15613	104	190	-1.0
CPG13169	CPG13235	0.015	1324	7189	-0.016	6663	6453	12639	2744	5246	5531	2562	15664	110	178	-1.0
CPG13169	CPG13243	0.043	1179	7143	0.039	6663	6322	12440	2625	5246	5402	2562	15512	60	124	-1.0
CPG13169	CPG13250	0.010	1321	7223	-0.008	6663	6483	12739	2703	5246	5591	2600	15877	120	195	-1.0
CPG13169	CPG13268	0.048	1218	7079	0.009	6663	6561	12660	2737	5246	5247	2484	15483	100	198	-1.0
CPG13169	CPG13276	0.060	1245	7404	0.023	6663	6756	13028	2879	5246	5489	2610	15919	55	142	-1.0
CPG13169	CPG13284	0.023	1285	7146	-0.006	6663	6437	12632	2718	5246	5429	2539	15627	105	184	-1.0
CPG13169	CPG13292	0.017	1356	7376	-0.015	6663	6584	12874	2822	5246	5616	2633	15962	112	202	-1.0
CPG13169	CPG13300	0.026	1262	7169	0.009	6663	6387	12521	2686	5246	5476	2571	15580	97	196	-1.0
CPG13169	CPG13318	0.045	1231	7411	0.045	6663	6508	12837	2752	5246	5649	2699	15975	56	124	-1.0
CPG13169	CPG13334	-0.023	1195	6568	0.021	6663	5368	10937	2266	5246	5212	2501	14168	54	136	-1.0
CPG13169	CPG13342	0.094	1127	7226	0.053	6663	6722	12820	2854	5246	5221	2529	15465	39	136	-1.0
CPG13169	CPG13359	0.046	1241	7224	0.018	6663	6582	12770	2777	5246	5421	2577	15681	98	202	-1.0
CPG13169	CPG13367	0.002	1333	6690	-0.060	6663	6447	12369	2678	5246	5208	2354	15036	102	174	-1.0
CPG13169	CPG13375	0.046	1221	6980	0.002	6663	6597	12633	2732	5246	5314	2455	15370	111	186	-1.0
CPG13169	CPG13383	0.074	1164	7042	0.021	6663	6664	12737	2800	5246	5264	2439	15343	60	132	-1.0
CPG13169	CPG13391	0.041	1239	6977	0.002	6663	6563	12585	2736	5246	5342	2487	15329	95	198	-1.0
CPG13169	CPG13409	-nan	0	0	0.000	6663	0	0	0	5246	0	0	0	0	0	-1.0
CPG13169	CPG13417	0.066	1195	6964	0.005	6663	6802	12882	2815	5246	5184	2415	15411	104	193	-1.0
CPG13169	CPG13425	0.028	1240	7122	0.029	6663	6446	12625	2654	5246	5575	2630	15679	103	195	-1.0
CPG13169	CPG13433	0.040	1224	7229	0.034	6663	6386	12585	2699	5246	5536	2627	15640	48	144	-1.0
CPG13169	CPG13441	0.024	1306	7245	0.003	6663	6503	12667	2763	5246	5552	2626	15692	101	195	-1.0
CPG13169	CPG13458	0.027	1301	7280	-0.003	6663	6489	12645	2774	5246	5505	2588	15678	50	148	-1.0
CPG13169	CPG13466	0.030	1276	7202	-0.006	6663	6512	12705	2743	5246	5354	2523	15697	103	206	-1.0
CPG13169	CPG13474	0.060	1196	7322	0.036	6663	6562	12778	2777	5246	5407	2580	15742	48	153	-1.0
CPG13169	CPG13482	0.061	1221	7342	0.030	6663	6670	12838	2835	5246	5429	2602	15731	54	136	-1.0
CPG13169	CPG13490	0.040	1278	7258	-0.002	6663	6598	12804	2812	5246	5417	2544	15716	52	128	-1.0
CPG13169	CPG200691	0.011	1293	7153	-0.001	6663	6619	12649	2653	5246	5708	2583	15789	110	196	-1.0
CPG13169	CPG68718	0.025	1312	7261	-0.005	6663	6458	12636	2781	5246	5487	2600	15647	64	149	-1.0
CPG13169	CPG68700	0.027	1275	7192	0.007	6663	6476	12670	2718	5246	5493	2586	15701	105	197	-1.0
CPG13169	CPG13508	0.516	2	9539	0.675	6663	6657	12929	3342	5246	5426	3544	15786	113	187	0.5
CPG13169	CPG13516	0.502	0	9475	0.679	6663	6390	12621	3169	5246	5564	3560	15758	0	202	0.5
CPG13169	CPG200709	0.025	1267	7148	0.011	6663	6668	12646	2690	5246	5597	2592	15681	112	200	-1.0
CPG13169	CPG200717	0.061	1194	7216	0.033	6663	6924	13001	2787	5246	5541	2562	15837	55	150	-1.0
CPG13177	CPG13185	0.494	0	9737	0.684	6502	6473	12688	3131	5580	5464	3736	16163	0	206	0.5
CPG13177	CPG13193	0.494	0	9752	0.676	6502	6453	12665	3131	5580	5498	3718	16155	0	197	0.5
CPG13177	CPG13201	-0.041	1459	7518	-0.027	6502	6442	12725	2656	5580	5600	2766	16390	54	161	-1.0
CPG13177	CPG13219	0.002	1330	7065	-0.024	6502	6685	12754	2671	5580	5244	2536	15807	56	141	-1.0
CPG13177	CPG13227	-0.015	1382	7339	-0.014	6502	6543	12727	2667	5580	5423	2686	16114	41	156	-1.0
CPG13177	CPG13235	-0.026	1405	7391	-0.013	6502	6453	12674	2645	5580	5531	2737	16180	58	139	-1.0
CPG13177	CPG13243	-0.023	1373	7363	-0.008	6502	6322	12471	2602	5580	5402	2705	16003	29	145	-1.0
CPG13177	CPG13250	-0.057	1518	7433	-0.057	6502	6483	12776	2672	5580	5591	2720	16383	61	157	-1.0
CPG13177	CPG13268	-0.034	1397	7019	-0.055	6502	6561	12702	2576	5580	5247	2507	15966	54	150	-1.0
CPG13177	CPG13276	-0.009	1400	7432	-0.024	6502	6756	13073	2738	5580	5489	2666	16429	19	177	-1.0
CPG13177	CPG13284	-0.023	1381	7370	-0.015	6502	6437	12608	2618	5580	5429	2683	16123	50	149	-1.0
CPG13177	CPG13292	-0.057	1552	7476	-0.067	6502	6584	12917	2735	5580	5616	2732	16475	58	161	-1.0
CPG13177	CPG13300	-0.020	1392	7426	-0.008	6502	6387	12585	2660	5580	5476	2738	16083	43	160	-1.0
CPG13177	CPG13318	-0.042	1512	7652	-0.040	6502	6508	12830	2755	5580	5649	2799	16484	21	166	-1.0
CPG13177	CPG13334	-0.067	1268	6709	0.007	6502	5368	10964	2168	5580	5212	2571	14605	26	158	-1.0
CPG13177	CPG13342	0.027	1292	7301	0.001	6502	6722	12860	2757	5580	5221	2588	15939	20	150	-1.0
CPG13177	CPG13359	-0.005	1344	7353	0.005	6502	6582	12803	2658	5580	5421	2715	16184	47	160	-1.0
CPG13177	CPG13367	-0.053	1454	6808	-0.087	6502	6447	12397	2579	5580	5208	2457	15501	57	134	-1.0
CPG13177	CPG13375	0.008	1346	7316	-0.010	6502	6597	12663	2740	5580	5314	2641	15845	57	148	-1.0
CPG13177	CPG13383	0.009	1346	7242	-0.013	6502	6664	12723	2750	5580	5264	2625	15811	23	185	-1.0
CPG13177	CPG13391	0.003	1363	7274	-0.016	6502	6563	12653	2745	5580	5342	2643	15800	53	146	-1.0
CPG13177	CPG13409	-nan	0	0	0.000	6502	0	0	0	5580	0	0	0	0	0	-1.0
CPG13177	CPG13417	0.017	1329	7165	-0.021	6502	6802	12920	2771	5580	5184	2551	15872	41	160	-1.0
CPG13177	CPG13425	-0.044	1437	7273	-0.028	6502	6446	12678	2597	5580	5575	2718	16194	51	155	-1.0
CPG13177	CPG13433	-0.045	1418	7262	-0.029	6502	6386	12572	2554	5580	5536	2673	16144	18	170	-1.0
CPG13177	CPG13441	-0.038	1459	7384	-0.032	6502	6503	12709	2677	5580	5552	2738	16198	60	147	-1.0
CPG13177	CPG13458	-0.035	1441	7358	-0.034	6502	6489	12707	2662	5580	5505	2695	16182	20	175	-1.0
CPG13177	CPG13466	-0.026	1458	7487	-0.044	6502	6512	12759	2750	5580	5354	2678	16204	51	162	-1.0
CPG13177	CPG13474	-0.038	1450	7318	-0.049	6502	6562	12797	2660	5580	5407	2633	16245	14	174	-1.0
CPG13177	CPG13482	-0.010	1386	7330	-0.017	6502	6670	12933	2708	5580	5429	2681	16233	11	164	-1.0
CPG13177	CPG13490	-0.035	1417	7208	-0.036	6502	6598	12823	2611	5580	5417	2640	16226	24	156	-1.0
CPG13177	CPG200691	-0.048	1455	7358	-0.037	6502	6619	12701	2606	5580	5708	2706	16302	57	152	-1.0
CPG13177	CPG68718	-0.032	1428	7362	-0.028	6502	6458	12654	2654	5580	5487	2703	16136	26	166	-1.0
CPG13177	CPG68700	-0.010	1372	7502	0.002	6502	6476	12688	2681	5580	5493	2756	16200	49	159	-1.0
CPG13177	CPG13508	-0.010	1393	7430	-0.015	6502	6657	12901	2724	5580	5426	2703	16276	62	139	-1.0
CPG13177	CPG13516	-0.053	1486	7401	-0.049	6502	6390	12642	2638	5580	5564	2699	16253	17	185	-1.0
CPG13177	CPG200709	-0.035	1413	7287	-0.025	6502	6668	12697	2605	5580	5597	2686	16187	62	153	-1.0
CPG13177	CPG200717	-0.001	1386	7461	-0.016	6502	6924	13042	2768	5580	5541	2682	16353	11	179	-1.0
CPG13185	CPG13193	0.000	1316	7307	0.011	6473	6453	12528	2633	5464	5498	2693	15885	69	140	-1.0
CPG13185	CPG13201	-0.021	1359	7313	-0.003	6473	6442	12610	2586	5464	5600	2701	16110	110	209	-1.0
CPG13185	CPG13219	0.017	1310	7075	-0.017	6473	6685	12616	2730	5464	5244	2530	15541	108	191	-1.0
CPG13185	CPG13227	-0.005	1339	7198	-0.011	6473	6543	12604	2645	5464	5423	2616	15851	92	208	-1.0
CPG13185	CPG13235	-0.008	1337	7255	0.002	6473	6453	12572	2625	5464	5531	2686	15914	122	175	-1.0
CPG13185	CPG13243	0.006	1274	7287	0.025	6473	6322	12348	2583	5464	5402	2684	15743	68	125	-1.0
CPG13185	CPG13250	-0.019	1387	7393	-0.014	6473	6483	12636	2651	5464	5591	2697	16114	125	200	-1.0
CPG13185	CPG13268	-0.032	1414	6982	-0.059	6473	6561	12575	2628	5464	5247	2518	15715	102	209	-1.0
CPG13185	CPG13276	0.019	1324	7429	0.006	6473	6756	12936	2769	5464	5489	2681	16151	46	157	-1.0
CPG13185	CPG13284	-0.017	1347	7195	-0.010	6473	6437	12495	2590	5464	5429	2642	15857	97	206	-1.0
CPG13185	CPG13292	-0.035	1467	7385	-0.037	6473	6584	12777	2711	5464	5616	2732	16207	120	206	-1.0
CPG13185	CPG13300	0.004	1299	7345	0.020	6473	6387	12431	2624	5464	5476	2709	15827	96	209	-1.0
CPG13185	CPG13318	-0.002	1339	7504	0.022	6473	6508	12697	2667	5464	5649	2797	16206	53	140	-1.0
CPG13185	CPG13334	-0.053	1236	6667	0.019	6473	5368	10833	2186	5464	5212	2570	14364	58	137	-1.0
CPG13185	CPG13342	0.041	1267	7264	0.008	6473	6722	12721	2792	5464	5221	2575	15668	51	129	-1.0
CPG13185	CPG13359	0.013	1346	7454	-0.003	6473	6582	12668	2777	5464	5421	2674	15914	101	210	-1.0
CPG13185	CPG13367	-0.013	1347	6849	-0.043	6473	6447	12278	2615	5464	5208	2469	15244	106	179	-1.0
CPG13185	CPG13375	0.025	1272	7170	0.011	6473	6597	12534	2699	5464	5314	2605	15578	113	193	-1.0
CPG13185	CPG13383	0.042	1268	7256	0.012	6473	6664	12626	2802	5464	5264	2601	15546	55	137	-1.0
CPG13185	CPG13391	0.017	1289	7101	0.003	6473	6563	12530	2686	5464	5342	2595	15548	108	190	-1.0
CPG13185	CPG13409	-nan	0	0	0.000	6473	0	0	0	5464	0	0	0	0	0	-1.0
